,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440
1,192.61,192.24,199.03,193.96,192.9,192.25,190.23,188.86,190.79,189.99,190.76,190.88,206.04,183.51,188.69,171.76,168.02,160.74,153.12,140.6,134.46,201.86,185.87,191.82,181.9,162.27,158.95,175.16,166.88,173.54,155.95,144.61,143.31,180.02,187.82,178.62,180.66,183.91,193.07,190.76,180.42,196.31,204.97,196.66,265.51,263.52,249.05,237.2,276.72,271.04,265.01,277.15,269.3,243.89,259.82,268.89,280.01,277.2,209.66,209.37,208.88,206.46,208.7,210.21,211.3,210.97,210.57,216.42,212.31,206.79,214.32,212.01,224.06,218.91,218.29,218.77,219.85,217.44,223.46,221.3,224.64,220.48,218.31,219.89,209.64,206.12,202.42,200.68,235.43,227.65,226.55,229.62,227.48,231.55,226.26,231.18,242.02,238.73,234.66,243.76,241.72,239.42,233.05,228.7,218.24,218.99,207.18,208.11,209.05,210.4,212.72,217.66,211.69,209.14,209.99,207.22,205.59,203.85,200.98,175.85,194.69,196.48,198.42,192.96,190.68,186.97,189.15,170.63,163.43,154.36,150.34,131.43,146.89,189.6,189.04,184.14,183.76,189.56,181.63,181.58,179.66,180.25,178.36,182.68,191.81,185.02,182.59,192.27,193.59,193.61,195.77,190.94,188.38,189.73,189.42,191.59,192.6,189.35,186.43,185.56,188.77,174.38,179.59,180.74,180.99,185.56,211.04,187.87,209.89,210.88,196.82,197.04,194.9,192.62,196.92,197.42,191.55,191.1,188.02,176.79,170.59,166.64,167.38,106.26,108.2,72.21,77.08,91.14,79.45,92.13,107.53,134.72,87.6,89,86.88,84.99,85.14,75.68,78.13,82.58,86.7,88.65,94.91,104.99,103.42,70.9,76.48,82.42,86.38,91.69,99.53,102.76,76.55,82.53,81.01,102.84,108.71,96.34,140.63,119.17,125.53,130.42,134.07,114.34,11.2,7.17,2,7.61,12.01,16.25,19.12,24.21,14.03,2.96,30.13,14.1,19.68,38.95,42.18,30.52,73.66,205.3,204.85,202.08,204.27,211.99,222.94,218.55,216.56,213.19,210.32,203.75,204.11,200.13,193.88,191.67,205.89,207.85,219.13,225.53,202.1,202.49,203.58,206.35,196.39,193.86,240.06,210.28,207.4,204.16,203.2,170.09,161.5,155.47,152.09,147.98,142.14,133.64,122.57,116.56,158.96,169.48,164.66,176.32,223.88,240.13,237.19,192.38,194.59,197.34,190.64,194.66,188.48,188.32,193.16,200.03,204.9,197.06,197.43,182.87,182.06,187.97,197.8,202.55,204.97,202.03,199.96,199.49,216.44,226.14,209.31,205.64,204.69,215.23,228.33,182.51,183.49,181.58,183.25,184.4,182.97,178.51,178.18,186.82,185.32,186.85,190.06,184.75,185.45,188.77,191.22,198.43,196.54,192.56,202.42,194.97,188.55,189.89,165.04,167.33,165.2,172.82,212.54,181.42,164.9,162.14,160.49,145.84,127.76,129.45,121.89,120.07,106.98,198.67,229.33,221.57,221.84,214.27,213.43,233.05,226.53,225.17,224.37,165.31,142.9,144.31,132.86,129.68,165.1,159.71,142.46,148.5,149.06,135.13,131.57,143.64,146.58,141.95,165.4,192.58,174.66,119.32,163.93,170.47,177.09,181.8,177.09,161.78,173.36,152.18,144.76,164.38,169.02,171.96,167.22,173.37,142.32,140.67,141.21,129.98,109.07,108.9,114.15,118.44,112.14,116.35,120.99,121.94,97.95,76.59,65.21,82.36,71.2,55.15,125.43,114.87,110.92,28.56,25.18,21.41,33.15,15.42,31.83,97.77,103.55,246.09,240.22,248.54,247.45,259.03,251.8,253.32,262.06,265.49,252.39,264.89,262.23,252,264.55,274.36
2,175.97,176.54,173.11,174.7,175.67,177.3,177.98,182.46,181.05,182.15,178.4,177.62,149.24,168.39,179.11,160.1,149.4,132.32,146.54,154.35,157.61,163.52,199.43,210.77,221.4,191.96,188.64,190.56,171.46,209.08,176.12,169.66,178.8,112.58,110.34,111.72,113.76,117.01,115.59,123.86,126.1,139.52,148.17,130.26,131.58,129.6,115.13,103.28,142.8,137.12,131.09,143.23,135.38,109.97,125.9,134.97,144.56,143.28,101.83,101.7,101.62,96.76,99,100.52,103.46,102.58,104.37,102.57,98.45,98.6,100.47,98.16,110.21,105.06,104.44,104.92,105.99,103.59,109.6,107.45,110.79,106.63,104.46,106.04,93.45,93.63,94.64,91,121.57,113.8,112.7,115.77,113.62,117.69,112.41,117.33,128.17,124.88,120.81,129.91,114.05,111.75,105.43,99.57,82.72,84.11,82.61,82.32,90.19,90.53,88.21,85.85,73.99,76.88,77.73,67.52,73.33,71.59,63.32,56.97,63.93,69.52,66.56,68.47,71.34,75.12,65.56,60.72,59.9,53.25,49.23,34.05,45.78,55.68,55.12,50.22,49.84,55.64,47.71,47.66,45.74,46.33,44.44,48.76,57.89,51.1,48.67,58.35,59.67,59.69,61.85,57.02,54.46,55.81,55.5,57.67,58.68,55.43,52.51,51.64,54.85,40.46,45.67,46.82,47.07,51.64,58.8,53.95,62.63,62.68,62.9,63.12,60.98,58.7,63,63.5,57.63,57.18,54.1,42.86,36.67,32.72,30.13,269.55,271.49,235.5,240.37,254.43,242.74,255.42,270.82,298.01,147.24,149.83,146.51,144.63,144.78,148.19,153.37,155.22,159.34,161.29,170.17,152.9,136.79,155.3,154.87,159.82,163.78,169.09,176.93,180.16,206.82,212.8,180.19,180.24,186.11,195.52,218.03,196.57,166.08,170.97,169.56,154.52,152.85,157.23,161.56,169.12,173.52,177.76,180.64,187.5,177.32,166.25,193.42,157.38,155.73,175.01,205.47,193.81,133.3,71.38,70.93,68.16,70.35,78.07,89.02,84.62,82.64,79.27,76.4,69.83,70.19,66.21,59.96,57.75,71.96,73.93,85.21,91.61,68.18,68.57,69.66,72.43,62.47,59.94,106.14,79.89,73.48,70.24,69.28,247.49,238.91,232.87,229.49,225.39,219.54,211.04,199.97,193.96,236.36,246.88,242.06,253.72,301.28,317.53,314.59,105.11,103.03,98.61,88,100.06,96.6,99.66,111.44,119.32,127.43,90.02,85.82,84.76,104.58,107.56,120.32,68.63,71.05,68.11,66.04,65.57,71.05,76.1,75.39,71.72,70.77,81.31,94.4,48.59,49.57,47.66,49.33,50.48,49.05,44.59,44.26,52.9,51.4,52.93,56.14,50.83,51.53,54.85,57.3,64.51,62.62,58.64,43.24,35.79,29.37,30.71,13.03,8.15,1.82,13.64,82.15,51.02,34.5,33.32,12.61,17.54,46.68,34.03,41.55,41.64,54.76,68.27,98.93,91.18,91.45,83.88,83.03,102.66,96.13,94.77,93.98,84.23,124.9,126.31,114.86,111.68,147.1,141.72,124.46,130.5,131.06,117.13,113.58,125.64,128.58,123.95,147.4,111.5,93.58,101.32,91.21,92.99,77.87,73.37,76.51,60.67,68.01,84.36,77.27,99.16,103.8,113.25,107.36,105.12,66.5,85.28,85.19,90.34,95.5,106.6,110.92,122.57,128.04,127.1,131.74,135.69,115.39,94.04,113.1,81.39,92.54,113.22,101.49,96.87,113.52,116.74,121.02,124.02,121.2,178.71,195.12,65.64,72.32,132.23,126.37,134.68,133.6,145.18,137.95,127.16,148.21,139.33,138.53,151.03,148.38,138.15,150.7,160.51
3,179.64,180.84,184.01,175.9,174.84,177.74,177.97,183.08,185,184.2,184.97,185.09,174.01,165.45,170.62,153.7,149.96,142.68,135.06,125.82,129.07,188.29,180.09,190.19,183.06,163.43,160.1,169.38,161.09,167.75,150.16,141.13,150.27,147.99,155.79,146.59,148.63,151.88,161.04,158.73,148.39,164.29,172.94,164.64,218.67,216.68,202.22,190.37,229.89,224.21,218.18,230.32,222.47,197.06,212.98,222.06,231.65,230.36,177.63,177.34,176.85,174.43,176.67,178.18,179.27,178.94,178.54,184.4,180.28,174.76,182.3,179.98,192.03,186.88,186.26,186.74,187.82,185.41,191.43,189.27,192.61,188.45,186.28,187.86,177.61,174.09,170.39,168.65,203.4,195.62,194.52,197.59,195.45,199.52,194.23,199.15,209.99,206.7,202.63,211.74,209.69,207.39,201.02,196.67,157.68,154.78,150.65,150.37,159.17,178.37,158.82,160.82,147.48,144.92,145.78,143,141.38,139.64,136.76,129.02,130.21,137.17,133.93,135.84,138.99,154.94,128.83,123.79,116.59,107.52,103.5,84.6,100.06,142.76,142.21,137.31,136.93,142.72,134.79,134.75,132.82,133.42,131.53,135.85,144.98,138.19,135.75,145.44,146.75,146.78,148.93,144.11,141.55,142.89,142.58,144.76,145.76,142.51,139.59,138.73,141.94,127.54,132.76,133.91,134.16,138.73,146.82,141.04,145.68,146.66,149.99,150.21,148.06,145.79,150.08,150.59,144.71,144.27,141.19,129.95,123.75,119.81,120.55,220.07,222.01,186.02,190.89,204.95,193.26,205.94,221.35,248.53,97.76,99.16,97.03,95.15,95.3,98.71,103.89,105.75,109.87,111.82,120.69,115.15,108.26,105.82,105.39,110.35,114.3,119.62,127.46,130.68,157.34,163.32,130.71,130.76,136.63,146.04,168.55,147.09,137.55,142.44,141.03,125.98,103.38,107.76,112.08,38.16,33.67,30.79,37.27,138.03,127.84,116.78,143.94,107.9,106.26,125.53,155.99,144.34,83.82,158.47,158.02,155.24,157.44,165.15,176.11,171.71,169.72,166.36,163.49,156.92,157.27,153.3,147.04,144.84,159.05,161.02,172.29,178.69,155.26,155.65,156.75,159.51,149.56,147.02,193.22,163.44,160.57,157.33,156.37,198.01,189.43,183.39,180.01,175.91,170.06,161.57,150.5,144.48,186.89,197.41,192.58,204.25,251.8,268.05,265.11,160.35,162.56,165.31,158.61,162.63,156.45,156.29,161.13,168.01,172.87,165.03,165.4,150.84,150.03,155.94,165.77,155.72,158.14,155.19,153.13,152.66,152.22,163.19,162.47,158.81,157.86,168.4,181.49,135.67,136.66,134.75,136.41,137.57,136.14,131.68,131.34,139.99,138.49,140.02,143.22,137.91,138.62,141.94,144.39,151.6,149.7,145.73,155.58,148.14,141.72,143.06,118.21,120.49,118.36,125.99,165.71,134.58,118.06,115.3,113.65,99,80.93,82.62,75.06,73.24,60.14,151.83,182.49,174.74,175,167.44,166.59,186.22,179.69,178.33,177.54,118.48,64.53,65.94,54.49,51.31,86.73,81.34,64.09,70.13,70.69,56.75,53.2,53.54,52.74,40.67,87.03,145.75,127.83,40.95,131.9,138.44,145.06,132.17,125.25,114.95,122.29,120.15,112.73,132.35,136.99,139.93,135.19,141.34,110.29,108.64,109.18,97.95,77.05,76.87,82.12,94.04,99.5,98.57,103.21,107.16,65.92,44.56,63.62,35.52,43.06,63.74,12.87,32.73,3.26,17.44,21.71,24.72,21.9,129.24,145.65,50.93,56.72,214.06,208.19,216.51,215.42,227,219.77,221.29,230.03,233.46,220.36,232.86,230.2,219.98,232.52,242.33
4,18.06,18.63,18.79,11.68,10.31,17.16,17.39,20.02,21.95,27.05,19.19,18.48,21.62,1.57,11.59,19.26,15.86,30.09,32.22,56.64,62.27,17.14,36.96,48.3,58.93,51.04,55.24,20.16,27.16,40.02,42.19,54.35,67.17,56.74,58.84,56.3,55.55,58.17,59.32,51.49,42.78,30.21,31.1,44.83,203.08,201.09,186.62,174.77,214.29,226.13,220.27,234.93,223.9,181.46,197.39,206.46,182,189.6,111.65,111.36,110.87,108.45,110.69,112.2,113.29,112.96,112.56,118.42,114.3,108.78,116.32,114,126.05,120.9,120.28,120.76,121.84,119.43,125.45,123.29,126.63,122.47,120.3,121.88,111.63,108.11,104.41,102.67,137.42,129.64,128.54,131.61,129.47,133.54,128.25,133.17,144.01,140.72,136.65,145.76,143.71,141.41,135.04,130.69,120.23,118.91,109.17,110.1,111.04,112.39,114.71,119.66,116.74,114.18,115.04,120.85,113.9,117.49,114.61,112.3,108.32,107.65,112.05,105.74,103.47,99.75,102.78,107.59,115.58,123.68,116.07,128.98,113.67,135.83,136.45,137.05,135.72,136.72,139.34,137.98,140.1,140.76,139.48,137.68,134.03,135.48,139.65,134.88,136.4,133.28,132.11,136.28,140.66,139.87,141.69,140.86,140.26,142.64,139.99,141.57,142.07,141.96,139.79,139.71,127.75,134.97,124.67,130.37,123.53,124.51,130.74,135.75,138.68,138.5,142.29,144.46,142.76,145.66,145.39,140.15,140.92,135.85,144.23,288.81,290.75,254.76,259.62,273.69,262,274.67,290.08,317.27,96.37,94.56,97.39,110.55,104.47,107.4,106.41,102.64,105.74,107.7,116.99,85.69,81.52,113.67,108.62,110.96,114.91,120.23,128.07,131.29,165.19,171.17,138.56,131.37,137.25,153.89,169.16,147.7,69.49,72.1,60.86,80.56,172.11,176.49,180.82,188.38,192.78,197.02,199.89,206.76,196.57,185.51,212.68,168.09,162.22,163.73,224.73,213.07,113,159.86,164.37,156.64,158.83,166.55,177.54,173.14,171.15,169.06,170.02,166.99,167.35,164.81,158.56,156.36,160.44,160.3,172.64,180.12,166.78,167.17,168.26,171.03,161.07,158.54,194.65,231.54,172.09,168.84,167.88,198.62,190.04,184.01,180.62,176.52,170.67,162.18,151.11,145.09,187.5,198.02,193.19,204.86,252.41,268.66,265.72,84.62,86.83,97.35,98.56,87.46,80.71,80.56,79.54,79.2,79.22,99.05,105.35,90.79,76.25,71.48,70.05,133.24,135.67,139.6,137.53,132.7,130.07,128.13,138.16,143.22,149.76,136.97,140.56,144.99,146.4,146.28,143.49,149.08,150.93,149.41,149.51,151.51,150,151.53,154.74,154.95,156.83,160.15,162.6,169.81,167.91,163.94,204.78,197.33,190.92,192.25,167.41,169.69,166.08,175.19,233.8,202.68,186.16,184.97,164.26,149.61,169.31,156.66,138.42,164.27,158.92,219.93,250.59,242.83,243.1,235.54,234.69,254.31,247.79,246.43,245.63,206.86,194.84,196.26,184.8,181.63,217.04,211.66,194.41,200.45,201.01,187.07,183.52,195.59,198.53,193.9,217.34,234.13,216.21,171.26,76.01,75.62,90.72,95.43,99.56,103.23,95.47,75.66,81.82,64.36,58.95,55.41,59.97,66.2,93.55,83.39,107.8,89.25,99.27,89.36,83.71,73.35,71.73,67.32,63.36,63.12,121.74,122.19,129.44,134.3,127.04,144.22,177.37,166.81,162.86,166.09,170.36,173.37,170.55,197.97,214.38,149.71,155.5,148.08,142.21,150.53,149.44,161.02,153.79,155.31,164.05,167.48,154.38,166.88,164.22,153.99,166.54,176.35
5,141.07,141.63,138.21,139.8,140.77,142.39,143.08,147.55,146.14,147.25,143.5,142.72,114.34,133.48,144.2,146.88,138.37,117.47,131.68,144.6,172.2,128.62,164.53,175.87,186.5,185.23,190.73,155.65,165.87,174.17,177.68,189.84,202.66,77.68,75.44,76.81,78.86,82.11,80.69,88.96,91.2,104.61,113.26,95.35,105.62,103.63,89.17,77.32,116.84,111.16,105.13,117.27,109.42,84.01,99.93,109,118.6,117.31,65.06,64.77,64.28,61.85,64.1,65.61,66.7,68.09,69.88,68.08,63.97,61.43,65.98,63.67,75.72,70.57,69.95,70.43,71.51,69.1,75.12,72.96,76.3,72.14,69.97,71.55,61.3,57.78,58.45,56.09,87.09,79.31,78.21,81.28,79.14,83.21,77.92,82.84,93.68,90.39,86.32,95.42,93.38,91.08,84.71,73.6,54.73,51.82,47.7,47.41,56.22,56.49,55.87,57.87,44.53,41.97,42.83,40.05,38.43,36.69,28.41,22.06,29.03,34.61,31.65,33.57,36.43,40.21,30.66,25.82,24.99,34.04,39.22,40.14,46.45,29.71,29.16,24.26,26.19,29.67,21.74,21.7,19.77,20.37,18.48,22.8,26.33,24.64,24.62,32.39,33.7,33.73,35.88,31.06,28.5,29.84,29.53,31.71,32.71,29.46,26.54,25.68,28.89,14.49,19.71,20.67,12.17,25.13,28.76,26.24,34.92,31.53,32.24,37.16,35.01,32.74,37.03,37.54,31.66,31.22,28.14,16.9,10.7,5.63,14.01,277.58,279.52,243.53,248.4,262.46,250.77,263.45,278.86,306.04,166.23,164.42,167.25,152.66,152.81,177.26,176.27,172.5,175.61,177.56,186.85,167.49,151.38,183.53,178.48,180.82,184.78,190.09,197.93,201.15,235.05,241.03,208.43,201.23,207.11,223.75,239.02,217.56,180.68,185.57,184.15,169.11,160.89,165.27,169.59,177.15,181.56,185.8,188.67,195.53,185.35,174.29,201.45,165.41,163.76,183.04,213.5,201.85,141.33,45.42,44.97,42.19,44.39,52.1,63.06,58.66,56.67,53.31,50.44,43.87,44.22,40.25,33.99,31.79,46,47.97,59.24,65.64,42.21,42.6,43.7,46.46,36.51,33.97,80.17,117.37,47.52,44.28,43.32,268.48,259.9,253.87,250.48,246.38,240.54,232.04,220.97,214.95,257.36,267.88,263.06,274.72,322.27,338.52,335.58,70.2,68.13,63.7,53.09,65.15,61.69,64.75,76.53,84.42,92.52,55.11,50.91,49.85,69.67,72.65,85.41,42.67,45.09,42.14,40.08,39.61,39.65,50.14,49.42,45.76,44.81,55.35,68.44,22.62,23.61,21.7,23.36,24.52,23.09,18.63,18.29,26.94,25.44,26.97,30.17,24.86,25.56,28.89,31.34,38.55,36.65,32.68,74.56,67.12,60.7,62.04,37.19,39.47,35.86,44.97,119.63,88.51,71.99,70.8,50.09,55.02,80.48,67.83,49.59,75.44,87.88,105.76,136.42,128.66,128.93,121.36,120.52,140.14,133.62,132.26,131.46,118.03,132.93,134.35,122.89,119.72,155.13,149.75,132.5,138.54,139.1,125.16,121.61,133.68,136.61,131.99,155.43,145.29,127.38,109.35,56.3,58.09,42.96,38.46,41.6,47.21,45.75,68.08,76.05,73.78,78.4,78.35,72.45,70.21,67.17,82.35,85.86,89.39,110.09,121.19,125.51,137.16,142.63,141.69,146.33,150.29,123.43,102.07,121.13,89.42,100.57,121.25,109.53,104.9,121.55,124.77,129.05,132.06,129.24,186.75,203.16,73.67,80.35,97.75,91.88,100.2,99.11,110.69,103.46,104.98,113.72,117.15,104.05,116.55,113.89,103.66,116.21,126.02
6,190.36,190.93,187.5,189.09,190.06,191.68,192.37,196.84,195.43,196.54,192.79,192.01,163.63,182.77,193.5,196.18,187.67,166.77,180.98,193.9,221.49,177.91,213.82,225.16,235.79,234.52,240.02,204.95,215.16,223.47,226.97,239.13,251.96,110.06,124.73,126.11,128.15,113.92,109.15,120.94,140.49,153.91,162.56,127.34,25.49,28.57,33.55,32.25,41.77,53.6,47.74,77.99,93.65,3.06,19.8,28.87,38.47,37.18,52.95,53.3,53.46,58.56,60.8,60.66,57.76,53.56,52.33,50.53,54.95,55.5,50.63,52.37,56.88,50.67,50.05,48.69,48.54,47.74,56.27,52.63,51.06,46.23,46.38,43.87,53.44,57.55,60.8,62.51,68.24,60.47,59.36,60.63,58.48,61.68,56.28,45.82,74.84,71.55,67.48,76.58,34.09,31.79,34.67,34.94,51.59,55.65,61.79,64.1,58.04,53.64,52.81,51.72,71.06,74,74.86,64.58,69.06,67.81,71.14,80.4,78.95,78.4,77.13,79.5,81.1,83.1,79.95,80.31,87.59,96.65,101.82,113.21,109.05,57.91,58.31,58.55,57.8,56.33,59.98,60.06,62.3,61.4,64.48,59.76,57.12,59.72,61.45,54.54,52.71,54.27,53.62,55.13,56.97,56.18,58,57.17,56.05,59.6,59.11,60.69,61.18,71.75,62.85,64.41,72.94,59.19,61.09,59.35,59.69,59.74,55.39,49.18,50.26,54.81,52.67,54.84,56.7,60.67,64.49,64.83,75.85,79.98,87.08,350.65,352.59,316.6,321.46,335.52,323.84,336.51,351.92,379.11,215.52,213.72,216.54,229.7,223.63,226.55,225.56,221.8,224.9,226.85,236.14,216.79,200.68,232.83,227.78,230.12,234.07,239.39,247.22,250.45,284.35,290.33,257.72,250.53,256.4,273.05,288.32,266.86,229.97,234.86,233.45,218.4,233.95,238.33,242.66,250.22,254.62,258.86,261.73,268.6,258.41,247.35,274.51,238.48,236.83,256.1,286.56,274.91,232.16,61.03,65.53,70.69,56.54,53.44,59.87,63,63.22,64.2,67.44,68.16,68.51,71.65,77.68,75.48,54,52.11,49.29,68.75,72.98,74.4,76.12,78.89,80.19,77.66,75.39,190.43,91.21,87.96,87,317.78,309.2,303.16,299.78,295.68,289.83,281.33,270.26,264.25,306.65,317.17,312.35,324.02,371.57,387.82,384.88,83.7,81.63,77.23,75.23,78.65,85.38,87.15,90.03,97.92,103.61,70.07,82.94,81.23,92.76,97.13,106.11,47.15,45.1,45.89,48.42,51.67,55.18,51.31,42.92,39.69,41.65,37.5,26.15,64.11,65.52,65.4,62.61,68.2,70.06,68.53,68.63,70.63,69.12,70.65,73.86,74.07,75.95,79.27,81.72,88.93,87.03,83.06,147.63,140.18,133.76,89.2,110.25,112.54,108.93,118.03,192.7,161.57,145.05,143.86,123.16,128.08,153.54,140.89,122.65,148.5,160.95,178.82,209.48,201.73,201.99,194.43,193.58,213.21,206.68,205.32,204.53,191.09,205.99,207.41,195.96,192.78,228.2,222.81,205.56,211.6,212.16,198.22,194.67,206.74,209.68,205.05,228.5,218.36,200.44,182.42,105.6,107.38,92.26,87.76,90.9,96.51,95.05,117.37,125.34,123.08,127.69,127.64,121.75,119.51,121.24,131.64,143.26,138.68,159.38,170.49,174.81,186.46,191.92,190.99,195.63,199.58,192.26,192.71,194.2,162.49,173.64,194.32,182.59,177.97,194.61,197.84,202.11,205.12,202.3,259.81,276.22,146.74,153.41,42.71,52.24,56.57,48.72,55.15,44.6,36.65,53.95,49.11,59.89,67.48,63.99,84.82,80.48,76.7
7,50.89,51.45,48.03,49.62,50.59,52.21,52.9,57.37,55.96,57.07,53.32,52.54,24.16,46.48,54.02,59.88,51.37,65.8,68.54,92.96,107.58,38.44,74.35,85.69,96.32,95.05,100.55,65.47,75.69,83.99,87.5,99.66,112.48,18.03,20.88,18.34,16.52,14.23,20.51,8.47,18.22,16.66,15.61,2.23,165.12,163.13,148.66,136.82,176.34,188.17,182.31,196.98,185.94,143.5,159.43,168.5,143.19,150.79,72.84,72.55,72.06,69.64,71.88,73.39,74.48,74.15,73.75,79.6,75.49,69.97,77.5,75.19,87.24,82.09,81.47,81.95,83.03,80.62,86.64,84.48,87.82,83.66,81.49,83.07,72.82,69.3,65.6,63.86,98.61,90.83,89.73,92.8,90.66,94.73,89.44,94.36,105.2,101.91,97.84,106.94,104.9,102.6,96.23,91.88,81.42,80.1,70.36,71.29,72.23,73.58,75.9,80.84,78.95,76.87,77.08,82.89,75.94,79.53,76.65,74.34,70.36,69.69,74.09,67.79,65.51,61.79,64.82,69.63,77.62,85.73,78.11,95.3,84.64,97.87,98.49,99.09,97.77,98.76,101.38,100.02,102.15,102.8,101.52,99.72,96.07,97.52,101.69,96.92,98.44,95.32,94.15,98.32,102.7,101.92,103.73,102.9,102.3,104.68,102.03,103.61,104.12,104,101.83,101.75,89.8,97.02,86.71,92.41,85.57,86.55,92.78,97.8,100.72,100.54,104.33,106.5,104.8,107.7,107.43,102.19,102.96,97.89,106.27,303.85,305.79,269.8,274.67,288.73,277.04,289.72,305.12,332.31,132.69,130.88,133.71,146.87,140.79,143.72,142.73,138.96,142.07,144.02,153.31,122.01,117.84,149.99,144.94,147.28,151.24,156.55,164.39,167.61,201.51,207.49,174.88,167.69,173.57,190.21,205.48,184.02,114.8,117.41,106.17,125.87,187.15,191.53,195.86,203.42,207.82,212.06,214.94,221.8,211.62,200.55,227.72,191.68,190.03,200.06,239.77,228.11,149.32,121.9,126.41,118.68,120.87,128.59,139.58,135.18,133.19,131.1,132.06,129.04,129.39,126.85,120.6,118.4,122.49,122.34,134.68,142.16,128.82,129.21,130.3,133.07,123.11,120.58,156.69,197.86,134.13,130.88,129.92,234.94,226.36,220.33,216.94,212.84,206.99,198.5,187.43,181.41,223.82,234.34,229.51,241.18,288.73,304.98,302.04,45.81,48.02,58.54,60.6,48.65,41.9,41.75,40.73,40.39,40.41,60.24,67.39,52.83,37.44,32.67,31.24,94.43,96.86,101.64,99.57,94.75,92.11,89.32,99.35,105.26,111.8,98.16,101.75,107.03,108.45,108.32,105.53,111.12,112.98,111.45,111.55,113.55,112.05,113.57,116.78,116.99,118.87,122.19,124.64,131.85,129.95,125.98,166.82,159.38,152.96,154.3,129.45,131.73,128.12,137.23,200.12,169,152.48,151.29,130.58,115.93,135.63,122.98,104.74,130.59,143.04,186.25,216.91,209.15,209.42,201.85,201.01,220.63,214.11,212.75,211.95,173.18,188.08,189.5,178.04,174.87,210.29,204.9,187.65,193.69,194.25,180.31,176.76,188.83,191.77,187.14,210.58,200.45,182.53,164.5,44.62,37.66,52.76,57.47,61.61,65.27,57.51,46.46,54.62,37.16,31.75,28.21,32.77,28.24,66.36,60.92,86.57,67.97,88.67,99.77,104.09,109.67,108.05,103.64,99.68,99.44,121.54,121.99,147.4,134.11,126.84,147.52,177.17,160.05,162.67,165.89,170.17,173.18,170.36,213.01,229.42,128.83,135.5,109.27,103.4,111.72,110.63,122.21,114.98,116.5,125.24,128.67,115.57,128.07,125.41,115.18,127.73,137.54
